stock_date,Close,High,Low,Open,Volume
2015-11-23,47.53813552856445,47.774993227018385,47.152147064291555,47.59077168814543,28235900
2015-11-24,47.590789794921875,47.75746601068282,47.00303418162678,47.301295826743754,24600000
2015-11-25,47.09951400756836,47.573229435684006,47.09951400756836,47.45041506834451,21005100
2015-11-27,47.310054779052734,47.441643511967904,47.18724041310018,47.19601143362229,9009100
2015-11-30,47.678524017333984,48.21364691646495,47.37148793411572,47.84520361660304,56241400
2015-12-01,48.44170379638672,48.45047481629736,47.63463276055717,47.731130711775506,39952800
2015-12-02,48.43293762207031,49.090874659181566,48.301352222512556,48.52943558961049,47274900
2015-12-03,47.54692459106445,48.92420606794672,47.31006681940146,48.6785772735294,38627800
2015-12-04,49.0470085144043,49.32772802432174,47.459186067450794,47.4767314551257,43963700
2015-12-07,48.95929718017578,49.09965697027572,48.503127025740646,48.94175178810812,30709800
2015-12-08,48.94175338745117,49.21369860728329,48.23995441401776,48.66103379807781,32878000
2015-12-09,48.231170654296875,49.01192206938879,47.818862373609356,48.57329737808404,36373200
2015-12-10,48.485565185546875,48.82769184870066,48.2574785124842,48.590834155800295,31775800
2015-12-11,47.424095153808594,48.33643182078135,47.38023001462429,47.994305152361534,39549500
2015-12-14,48.371543884277344,48.43295109043541,47.09076023234949,47.66097382832209,46768900
2015-12-15,48.424171447753906,49.0382467464792,48.32767347055464,48.827705401095244,39843000
2015-12-16,49.24000549316406,49.34527447504078,48.03817150984584,48.72242825814601,37503300
2015-12-17,48.862796783447266,49.81899885203442,48.7136626314593,49.44178130731574,41280900
2015-12-18,47.48550796508789,49.125963302655315,47.39778102275446,48.92419635494944,84684200
2015-12-21,48.099586486816406,48.55575323258989,47.57323483590399,48.14344828778221,37246300
2015-12-22,48.55575180053711,48.66979515683746,47.810091166787394,48.23994483503283,28322200
2015-12-23,48.96806335449219,49.02069952548349,48.63470763109603,48.86279435895062,27279800
2015-12-24,48.83646774291992,49.090870847327935,48.62592978139923,49.00314725443441,9558500
2015-12-28,49.08210754394531,49.08210754394531,48.231174504032914,48.555755864502565,22458300
2015-12-29,49.608463287353516,49.871637493166745,49.17861286536161,49.38037986803314,27731400
2015-12-30,49.39790725708008,49.810212135551595,49.38036187022847,49.538267005452575,21704500
2015-12-31,48.6697998046875,49.29264612025909,48.61716363218976,49.16106070867642,27334100
2016-01-04,48.073265075683594,48.073265075683594,46.8363435909206,47.65218577730053,53778000
2016-01-05,48.29257583618164,48.59084074772972,47.84518014207985,48.18730685164722,34079700
2016-01-06,47.41533660888672,47.72237595342799,47.055664434066266,47.65219438446722,39518900
2016-01-07,45.7661018371582,46.92407418069811,45.67837823143052,46.231046317549854,56564900
2016-01-08,45.906471252441406,46.73985566039888,45.748566063336696,45.94155869167684,48754000
2016-01-11,45.88013458251953,46.362620995229456,45.14324508706501,46.064356119773095,36943800
2016-01-12,46.30122375488281,46.581943304223955,45.66960644208573,46.283678364743864,36095500
2016-01-13,45.3011589050293,47.43287523471818,45.002893972376995,47.19601749292598,66883600
2016-01-14,46.59071350097656,46.86265865767891,45.239748699206416,45.61696618731679,52381900
2016-01-15,44.7309455871582,45.590649543938525,44.16073217416399,45.01166510992563,71820700
2016-01-19,44.353729248046875,45.3362476031425,43.91510456407409,45.16079706026524,43564500
2016-01-20,44.55550003051758,45.07307733594737,43.072946329546276,43.844926776691274,63273000
2016-01-21,44.28355026245117,45.24852663106112,44.1256450993412,44.73972036183099,40191200
2016-01-22,45.87136459350586,45.90645536704004,44.967795580422674,45.09938430795567,37555800
2016-01-25,45.432743072509766,46.187178022917145,45.30992870317658,45.564328462606504,34707700
2016-01-26,45.7661018371582,46.002959588352205,45.222208119476264,45.432749458240174,28900800
2016-01-27,44.9327278137207,45.792432062831054,44.75727721572145,45.625752488832944,36775200
2016-01-28,45.66960525512695,45.801190658087634,44.95903203195201,45.49415470473847,62513800
2016-01-29,48.32766342163086,48.32766342163086,47.371461563618716,48.011853142442924,83611700
2016-02-01,47.99430465698242,48.32766030198877,47.8100831214948,48.14343876650115,44208500
2016-02-02,46.49421691894531,47.5995496600561,46.18718097598143,47.52059708237385,56313800
2016-02-03,45.7573356628418,46.83635219052382,44.967809741883535,46.71353779091729,57559800
2016-02-04,45.61695861816406,46.327531678280835,45.06429068251768,45.704682200007554,46987100
2016-02-05,44.00282287597656,45.616961652938144,43.476474657018805,45.56432549246622,62009000
2016-02-08,43.344886779785156,43.485246530691406,42.2746415875997,43.46770114352307,59290500
2016-02-09,43.230857849121094,44.073019981766976,42.69573507462411,43.002774432773,46740500
2016-02-10,43.608070373535156,44.204600281164815,43.44139417886613,43.765975545933664,38237000
2016-02-11,43.59052276611328,43.95896926512252,42.5553681758868,42.70450231843179,48878600
2016-02-12,44.30108642578125,44.45899155600421,43.643149498665686,44.08177411674273,34243300
2016-02-16,45.140464782714844,45.140464782714844,44.29225956183697,44.97259188602066,37291200
2016-02-17,46.31558609008789,46.62482992270401,45.458546793363126,45.49388952345667,40789000
2016-02-18,46.11236572265625,46.783864043752665,46.0328462733282,46.236065265308255,27176000
2016-02-19,45.78544616699219,46.19187734111456,45.52921649921043,45.91797968355995,33559100
2016-02-22,46.51879119873047,46.82803156844842,46.191876098780355,46.191876098780355,25008300
2016-02-23,45.2199821472168,46.271402943116065,45.04327189173371,46.24489758445733,28895300
2016-02-24,45.3790283203125,45.502724507855035,44.35411271864362,44.78704937504251,33014500
2016-02-25,46.032833099365234,46.032833099365234,44.716348934487904,45.70592139922661,26939500
2016-02-26,45.32600402832031,46.54530100498166,45.14929378423688,46.474615559161265,35975900
2016-02-29,44.95491409301758,45.63524631989802,44.76053249377532,45.370179277124954,31654000
2016-03-01,46.456939697265625,46.465773691262704,44.99024727919295,45.03442736057933,33024500
2016-03-02,46.78387451171875,46.792708510079414,46.08587067482282,46.306757708994795,29289900
2016-03-03,46.25374984741211,46.80155219279881,45.75012761119497,46.80155219279881,24427800
2016-03-04,45.97100067138672,46.34209257845975,45.68826558526826,46.29791585321651,33034200
2016-03-07,45.08745193481445,45.76778427774388,44.68985804376944,45.55573465191561,38407800
2016-03-08,45.63525390625,46.05935652653479,44.70752584325476,44.88423611099042,33835100
2016-03-09,46.68667984008789,46.695513837722466,45.820803141759015,45.847308505131124,28251600
2016-03-10,45.98867416381836,46.77503136913022,45.2023169585065,46.76619737185999,38387800
2016-03-11,46.889888763427734,46.889888763427734,46.280241900051976,46.82804067745344,32275700
2016-03-14,46.97822952270508,47.34932130880705,46.50111632695539,46.57179839020953,24083600
2016-03-15,47.34933853149414,47.34933853149414,46.59832406260409,46.60715805979899,21104800
2016-03-16,48.02084732055664,48.24173438895013,47.18147915703673,47.22565589662159,31691700
2016-03-17,48.29472351074219,48.59512990314396,47.71158208672316,47.89712631925934,28223900
2016-03-18,47.260986328125,48.56863702800187,47.22564359747387,48.52445692945381,67625500
2016-03-21,47.5878791809082,47.649727249646524,46.76617955856533,47.04891455007395,23925700
2016-03-22,47.77344512939453,47.93248405580704,47.23448025327087,47.36701381543745,23124100
2016-03-23,47.685081481933594,47.923639820592314,47.481865868365304,47.80877764928231,20129000
2016-03-24,47.89712905883789,48.00315722960946,47.47302648715455,47.57021729179466,19950000
2016-03-28,47.305152893066406,47.967813783300166,47.11960865271317,47.89712833718413,17025100
2016-03-29,48.33889389038086,48.47142739365619,47.22562527064261,47.41116947885449,23924300
2016-03-30,48.63931655883789,49.160610011866055,48.506786381573995,48.53329174293315,23008300
2016-03-31,48.798362731933594,49.11644059746424,48.471450868124265,48.55097033450693,26360500
2016-04-01,49.098751068115234,49.134093789093455,48.21520326646412,48.63930580680057,24399200
2016-04-04,48.97507095336914,49.178286609841265,48.595145004604746,48.97507095336914,18928800
2016-04-05,48.20637893676758,48.86020255361843,48.11802211660662,48.763011736675395,19272300
2016-04-06,48.70115280151367,48.77183824190002,47.89712445468918,48.029657970179926,21188700
2016-04-07,48.118011474609375,48.51560865122918,47.91479588888532,48.48026593098135,19225100
2016-04-08,48.08267593383789,48.84252768028713,47.99432249049312,48.30356291266766,22167200
2016-04-11,47.98548126220703,48.72766153403594,47.97664389692379,48.14452013263232,21414200
2016-04-12,48.285892486572266,48.40075128303757,47.499532050381035,48.03849679083454,24944300
2016-04-13,48.90437698364258,48.98389643282199,48.49794574137797,48.70116136251028,20818000
2016-04-14,48.91321563720703,49.107597267085275,48.656985919725344,48.78951946200014,20877100
2016-04-15,49.16945266723633,49.408007686060415,48.69233588865118,48.86020881275996,28793800
2016-04-18,49.88511657714844,49.99997875467663,48.78068163679109,49.028077355349346,23786000
2016-04-19,49.82326889038086,50.159018058677766,49.19595064813064,50.0353218836389,29596800
2016-04-20,49.11642837524414,49.920456837273555,49.02807493256883,49.734912585374715,36195700
2016-04-21,49.28430938720703,49.681906685710715,48.96623154840409,49.30198075274812,38909100
2016-04-22,45.750118255615234,46.32442585268649,44.85773618266332,45.86498044912317,126834100
2016-04-25,46.04167938232422,46.059350743926,45.61757681528419,45.750106971596175,33226900
2016-04-26,45.44970703125,46.25373556094533,45.14046658539336,46.17421610765818,33532600
2016-04-27,45.007930755615234,45.50271881434353,44.663347599014486,45.48504745112453,43369300
2016-04-28,44.089046478271484,44.85773229332143,43.78864002392913,44.72519874534434,43134800
2016-04-29,44.062530517578125,44.3982796456944,43.603085229226274,43.603085229226274,48411700
2016-05-02,44.71636962890625,44.84006582293594,43.983023092203794,44.17740475166102,33114500
2016-05-03,43.98301315307617,44.5396492708916,43.82397426227177,44.47780118785297,26460200
2016-05-04,44.062530517578125,44.230406766870054,43.70027603240211,44.036025160518385,24257600
2016-05-05,44.12438201904297,44.442459810293556,43.93883776430274,44.062533934129554,25390700
2016-05-06,44.52198791503906,44.52198791503906,43.87699821090927,44.106719232331024,24787300
2016-05-09,44.23924255371094,44.69868786066639,44.17739447108883,44.6103344199113,17951600
2016-05-10,45.07861328125,45.14929535906826,44.3452669223879,44.4689664568883,22891000
2016-05-11,45.105125427246094,45.75011507281886,45.060948700652816,45.175810886169884,24039100
2016-05-12,45.51155090332031,45.7766179700284,44.99025750684498,45.23765321107468,24102800
2016-05-13,45.131629943847656,45.856138977799475,45.096287217687106,45.44970436788894,22592300
2016-05-16,45.794281005859375,45.90913978538281,44.840047828338484,44.88422454126805,20032000
2016-05-17,44.94014358520508,46.02561243997537,44.80668646974362,46.0167166565613,27803500
2016-05-18,45.20707702636719,45.500685476294535,44.753313884603095,44.91346518239716,24907500
2016-05-19,44.77111053466797,45.038028243018736,44.32624655606909,44.90457108586476,23842400
2016-05-20,45.038021087646484,45.57185981357771,44.84228327610974,44.91345973647521,23905800
2016-05-23,44.513084411621094,45.09140888683782,44.46859869676807,45.020229027838994,26118700
2016-05-24,45.901058197021484,46.007824584688315,44.8422833170566,45.10920098324481,34757900
2016-05-25,46.372615814208984,46.701817571098395,46.07900738087051,46.19466956070923,24040200
2016-05-26,46.1679801940918,46.24805584086415,45.696425493122725,46.203570124666754,24335200
2016-05-27,46.55055236816406,46.55055236816406,46.06120281853534,46.19465993532039,17721400
2016-05-31,47.15557098388672,47.15557098388672,46.33702307896697,46.497170952242634,37653100
