stock_date,Close,High,Low,Open,Volume
2015-11-23,106.29472351074219,106.81154176172717,105.43005877884983,106.53325851088135,19897200
2015-11-24,105.09213256835938,105.83753734440086,103.75040548801461,105.35054168052895,23577300
2015-11-25,104.76416015625,105.94686391053813,104.45605435950058,105.67852152771714,15150800
2015-11-27,104.80391693115234,105.31079434288374,104.21753543304455,105.13189687889914,5913100
2015-11-30,103.60132598876953,105.44993049300388,103.11433031092491,105.19152137342012,20383200
2015-12-01,106.46368408203125,106.49349906037348,103.85973395549837,104.18771388256218,22781900
2015-12-02,105.42011260986328,107.25877620966564,105.14182937304773,106.34441483651467,24429100
2015-12-03,103.74046325683594,106.1953308332221,102.71677525789096,105.6188826609028,23236500
2015-12-04,105.52944946289062,107.06995585060655,103.47213238288208,104.16784054224719,21224700
2015-12-07,104.96293640136719,106.17546277006508,104.01876001008266,105.82760870920498,15474900
2015-12-08,105.8375473022461,106.25497977891754,103.31310864661968,103.36280533609136,20401800
2015-12-09,103.95912170410156,105.78785209761446,102.91555952920135,105.52944297602735,23517300
2015-12-10,104.77409362792969,105.74809253950711,103.77028732114779,104.4063654575312,17454300
2015-12-11,101.49432373046875,103.70071564366698,101.2856112893277,103.51188491081555,26427700
2015-12-14,104.01875305175781,104.09825712988612,100.83835486449695,101.66327128410377,24648100
2015-12-15,103.909423828125,105.1517650619254,103.64107387534061,104.65482856840525,21764300
2015-12-16,106.13571166992188,106.43386905710489,103.55164306775156,104.7244136556985,22680500
2015-12-17,105.56919860839844,107.08982319083083,105.47974608920549,106.83141406973422,21675700
2015-12-18,103.40254211425781,105.93691357457882,103.33297131140937,105.4300438321039,35994200
2015-12-21,104.1280746459961,104.5057512525741,102.9652450137048,104.26722384707449,16138800
2015-12-22,104.8635482788086,105.01263075376285,104.16783258990532,104.57532418260362,14597100
2015-12-23,103.98893737792969,105.45987286912091,103.22365844455541,105.24121957882831,19599700
2015-12-24,104.37654113769531,104.67470607650843,103.85973050408853,104.0982579055494,6501800
2015-12-28,105.28097534179688,105.33067202870296,103.88955151757422,104.37654720212471,13069700
2015-12-29,106.60282897949219,107.07988381293089,105.59901504276722,105.76797164699968,17179900
2015-12-30,105.56919860839844,106.59288665630261,105.41017527767752,106.3444183890385,13115000
2015-12-31,104.01875305175781,105.51949584002644,103.97899722136901,105.350539247861,18391100
2016-01-04,101.59370422363281,101.61357834823556,99.13883658078933,101.32535425427322,37912400
2016-01-05,102.10057830810547,103.0745696178649,101.0470677545512,102.25959404774709,23258200
2016-01-06,102.339111328125,103.13420523528876,100.28179437458098,100.51038093461378,25096200
2016-01-07,97.3200454711914,100.80854193656677,96.70384904426234,99.88423971352371,45172900
2016-01-08,96.7336654663086,99.88424120487522,96.43550051920435,99.26803718609627,35402300
2016-01-11,96.9125747680664,97.99589288188578,94.80556092142945,97.31012555193288,29932400
2016-01-12,98.76116943359375,99.3475509036659,96.95232075429946,98.3934336689156,28395400
